,text,label
694,Group projects in science make me feel confused,1
695,Group projects in science make me feel worried,1
696,Group projects in science make me feel anxious,1
697,Group projects in science make me feel frustrated,1
698,Group projects in science make me feel discontented,1
699,Group projects in science make me feel hopeless,1
700,Group projects in science make me feel irate,1
701,Group projects in science make me feel melancholic,1
702,Group projects in English make me feel unhappy,1
703,Group projects in English make me feel stressed,1
704,Group projects in English make me feel confused,1
705,Group projects in English make me feel worried,1
706,Group projects in English make me feel anxious,1
707,Group projects in English make me feel frustrated,1
708,Group projects in English make me feel discontented,1
709,Group projects in English make me feel hopeless,1
710,Group projects in English make me feel irate,1
711,Group projects in English make me feel melancholic,1
712,Group projects in art make me feel unhappy,1
713,Group projects in art make me feel stressed,1
714,Group projects in art make me feel confused,1
715,Group projects in art make me feel worried,1
716,Group projects in art make me feel anxious,1
717,Group projects in art make me feel frustrated,1
718,Group projects in art make me feel discontented,1
719,Group projects in art make me feel hopeless,1
720,Group projects in art make me feel irate,1
721,Group projects in art make me feel melancholic,1
722,Group projects in economics make me feel unhappy,1
723,Group projects in economics make me feel stressed,1
724,Group projects in economics make me feel confused,1
725,Group projects in economics make me feel worried,1
726,Group projects in economics make me feel anxious,1
727,Group projects in economics make me feel frustrated,1
728,Group projects in economics make me feel discontented,1
729,Group projects in economics make me feel hopeless,1
730,Group projects in economics make me feel irate,1
731,Group projects in economics make me feel melancholic,1
732,Group projects in philosophy make me feel unhappy,1
733,Group projects in philosophy make me feel stressed,1
734,Group projects in philosophy make me feel confused,1
735,Group projects in philosophy make me feel worried,1
736,Group projects in philosophy make me feel anxious,1
737,Group projects in philosophy make me feel frustrated,1
738,Group projects in philosophy make me feel discontented,1
739,Group projects in philosophy make me feel hopeless,1
740,Group projects in philosophy make me feel irate,1
741,Group projects in philosophy make me feel melancholic,1
742,Group projects in geography make me feel unhappy,1
743,Group projects in geography make me feel stressed,1
744,Group projects in geography make me feel confused,1
745,Group projects in geography make me feel worried,1
746,Group projects in geography make me feel anxious,1
747,Group projects in geography make me feel frustrated,1
748,Group projects in geography make me feel discontented,1
749,Group projects in geography make me feel hopeless,1
750,Group projects in geography make me feel irate,1
751,Group projects in geography make me feel melancholic,1
752,Group projects in biology make me feel unhappy,1
753,Group projects in biology make me feel stressed,1
754,Group projects in biology make me feel confused,1
755,Group projects in biology make me feel worried,1
756,Group projects in biology make me feel anxious,1
757,Group projects in biology make me feel frustrated,1
758,Group projects in biology make me feel discontented,1
759,Group projects in biology make me feel hopeless,1
760,Group projects in biology make me feel irate,1
761,Group projects in biology make me feel melancholic,1
762,Group projects in physics make me feel unhappy,1
763,Group projects in physics make me feel stressed,1
764,Group projects in physics make me feel confused,1
765,Group projects in physics make me feel worried,1
766,Group projects in physics make me feel anxious,1
767,Group projects in physics make me feel frustrated,1
768,Group projects in physics make me feel discontented,1
769,Group projects in physics make me feel hopeless,1
770,Group projects in physics make me feel irate,1
771,Group projects in physics make me feel melancholic,1
772,I'm struggling to keep up with the math coursework,1
773,I'm struggling to keep up with the history coursework,1
774,I'm struggling to keep up with the science coursework,1
775,I'm struggling to keep up with the English coursework,1
776,I'm struggling to keep up with the art coursework,1
777,I'm struggling to keep up with the economics coursework,1
778,I'm struggling to keep up with the philosophy coursework,1
779,I'm struggling to keep up with the geography coursework,1
780,I'm struggling to keep up with the biology coursework,1
781,I'm struggling to keep up with the physics coursework,1
782,The workload for math is more than I can handle,1
783,The workload for history is more than I can handle,1
784,The workload for science is more than I can handle,1
785,The workload for English is more than I can handle,1
786,The workload for art is more than I can handle,1
787,The workload for economics is more than I can handle,1
788,The workload for philosophy is more than I can handle,1
789,The workload for geography is more than I can handle,1
790,The workload for biology is more than I can handle,1
791,The workload for physics is more than I can handle,1
792,Exams in math always feel like an impossible challenge,1
793,Exams in history always feel like an impossible challenge,1
794,Exams in science always feel like an impossible challenge,1
795,Exams in English always feel like an impossible challenge,1
796,Exams in art always feel like an impossible challenge,1
797,Exams in economics always feel like an impossible challenge,1
798,Exams in philosophy always feel like an impossible challenge,1
799,Exams in geography always feel like an impossible challenge,1
800,Exams in biology always feel like an impossible challenge,1
801,Exams in physics always feel like an impossible challenge,1
802,Discussions in math class often leave me feeling unhappy,1
803,Discussions in math class often leave me feeling stressed,1
804,Discussions in math class often leave me feeling confused,1
805,Discussions in math class often leave me feeling worried,1
806,Discussions in math class often leave me feeling anxious,1
807,Discussions in math class often leave me feeling frustrated,1
808,Discussions in math class often leave me feeling discontented,1
809,Discussions in math class often leave me feeling hopeless,1
810,Discussions in math class often leave me feeling irate,1
811,Discussions in math class often leave me feeling melancholic,1
812,Discussions in history class often leave me feeling unhappy,1
813,Discussions in history class often leave me feeling stressed,1
814,Discussions in history class often leave me feeling confused,1
815,Discussions in history class often leave me feeling worried,1
816,Discussions in history class often leave me feeling anxious,1
817,Discussions in history class often leave me feeling frustrated,1
818,Discussions in history class often leave me feeling discontented,1
819,Discussions in history class often leave me feeling hopeless,1
820,Discussions in history class often leave me feeling irate,1
821,Discussions in history class often leave me feeling melancholic,1
822,Discussions in science class often leave me feeling unhappy,1
823,Discussions in science class often leave me feeling stressed,1
824,Discussions in science class often leave me feeling confused,1
825,Discussions in science class often leave me feeling worried,1
826,Discussions in science class often leave me feeling anxious,1
827,Discussions in science class often leave me feeling frustrated,1
828,Discussions in science class often leave me feeling discontented,1
829,Discussions in science class often leave me feeling hopeless,1
830,Discussions in science class often leave me feeling irate,1
831,Discussions in science class often leave me feeling melancholic,1
832,Discussions in English class often leave me feeling unhappy,1
833,Discussions in English class often leave me feeling stressed,1
834,Discussions in English class often leave me feeling confused,1
835,Discussions in English class often leave me feeling worried,1
836,Discussions in English class often leave me feeling anxious,1
837,Discussions in English class often leave me feeling frustrated,1
838,Discussions in English class often leave me feeling discontented,1
839,Discussions in English class often leave me feeling hopeless,1
840,Discussions in English class often leave me feeling irate,1
841,Discussions in English class often leave me feeling melancholic,1
842,Discussions in art class often leave me feeling unhappy,1
843,Discussions in art class often leave me feeling stressed,1
844,Discussions in art class often leave me feeling confused,1
845,Discussions in art class often leave me feeling worried,1
846,Discussions in art class often leave me feeling anxious,1
847,Discussions in art class often leave me feeling frustrated,1
848,Discussions in art class often leave me feeling discontented,1
849,Discussions in art class often leave me feeling hopeless,1
850,Discussions in art class often leave me feeling irate,1
851,Discussions in art class often leave me feeling melancholic,1
852,Discussions in economics class often leave me feeling unhappy,1
853,Discussions in economics class often leave me feeling stressed,1
854,Discussions in economics class often leave me feeling confused,1
855,Discussions in economics class often leave me feeling worried,1
856,Discussions in economics class often leave me feeling anxious,1
857,Discussions in economics class often leave me feeling frustrated,1
858,Discussions in economics class often leave me feeling discontented,1
859,Discussions in economics class often leave me feeling hopeless,1
860,Discussions in economics class often leave me feeling irate,1
861,Discussions in economics class often leave me feeling melancholic,1
862,Discussions in philosophy class often leave me feeling unhappy,1
863,Discussions in philosophy class often leave me feeling stressed,1
864,Discussions in philosophy class often leave me feeling confused,1
865,Discussions in philosophy class often leave me feeling worried,1
866,Discussions in philosophy class often leave me feeling anxious,1
867,Discussions in philosophy class often leave me feeling frustrated,1
868,Discussions in philosophy class often leave me feeling discontented,1
869,Discussions in philosophy class often leave me feeling hopeless,1
870,Discussions in philosophy class often leave me feeling irate,1
871,Discussions in philosophy class often leave me feeling melancholic,1
872,Discussions in geography class often leave me feeling unhappy,1
873,Discussions in geography class often leave me feeling stressed,1
874,Discussions in geography class often leave me feeling confused,1
875,Discussions in geography class often leave me feeling worried,1
876,Discussions in geography class often leave me feeling anxious,1
877,Discussions in geography class often leave me feeling frustrated,1
878,Discussions in geography class often leave me feeling discontented,1
879,Discussions in geography class often leave me feeling hopeless,1
880,Discussions in geography class often leave me feeling irate,1
881,Discussions in geography class often leave me feeling melancholic,1
882,Discussions in biology class often leave me feeling unhappy,1
883,Discussions in biology class often leave me feeling stressed,1
884,Discussions in biology class often leave me feeling confused,1
885,Discussions in biology class often leave me feeling worried,1
886,Discussions in biology class often leave me feeling anxious,1
887,Discussions in biology class often leave me feeling frustrated,1
888,Discussions in biology class often leave me feeling discontented,1
889,Discussions in biology class often leave me feeling hopeless,1
890,Discussions in biology class often leave me feeling irate,1
891,Discussions in biology class often leave me feeling melancholic,1
892,Discussions in physics class often leave me feeling unhappy,1
893,Discussions in physics class often leave me feeling stressed,1
894,Discussions in physics class often leave me feeling confused,1
895,Discussions in physics class often leave me feeling worried,1
896,Discussions in physics class often leave me feeling anxious,1
897,Discussions in physics class often leave me feeling frustrated,1
898,Discussions in physics class often leave me feeling discontented,1
899,Discussions in physics class often leave me feeling hopeless,1
900,Discussions in physics class often leave me feeling irate,1
901,Discussions in physics class often leave me feeling melancholic,1
902,I feel unhappy about the way I look,2
903,I feel stressed about the way I look,2
904,I feel confused about the way I look,2
905,I feel worried about the way I look,2
906,I feel anxious about the way I look,2
907,I feel frustrated about the way I look,2
908,I feel discontented about the way I look,2
909,I feel hopeless about the way I look,2
910,I feel irate about the way I look,2
911,I feel melancholic about the way I look,2
912,What can I do to look more unhappy?,2
913,What can I do to look more stressed?,2
914,What can I do to look more confused?,2
915,What can I do to look more worried?,2
916,What can I do to look more anxious?,2
917,What can I do to look more frustrated?,2
918,What can I do to look more discontented?,2
919,What can I do to look more hopeless?,2
920,What can I do to look more irate?,2
921,What can I do to look more melancholic?,2
922,Feeling unhappy when I see my reflection is tough,2
923,Feeling stressed when I see my reflection is tough,2
924,Feeling confused when I see my reflection is tough,2
925,Feeling worried when I see my reflection is tough,2
926,Feeling anxious when I see my reflection is tough,2
927,Feeling frustrated when I see my reflection is tough,2
928,Feeling discontented when I see my reflection is tough,2
929,Feeling hopeless when I see my reflection is tough,2
930,Feeling irate when I see my reflection is tough,2
931,Feeling melancholic when I see my reflection is tough,2
932,Changing my style has made me feel more unhappy,2
933,Changing my style has made me feel more stressed,2
934,Changing my style has made me feel more confused,2
935,Changing my style has made me feel more worried,2
936,Changing my style has made me feel more anxious,2
937,Changing my style has made me feel more frustrated,2
938,Changing my style has made me feel more discontented,2
939,Changing my style has made me feel more hopeless,2
940,Changing my style has made me feel more irate,2
941,Changing my style has made me feel more melancholic,2
942,I am considering changing my look to feel unhappy,2
943,I am considering changing my look to feel stressed,2
944,I am considering changing my look to feel confused,2
945,I am considering changing my look to feel worried,2
946,I am considering changing my look to feel anxious,2
947,I am considering changing my look to feel frustrated,2
948,I am considering changing my look to feel discontented,2
949,I am considering changing my look to feel hopeless,2
950,I am considering changing my look to feel irate,2
951,I am considering changing my look to feel melancholic,2
952,Dealing with comments about my appearance makes me lonely,2
953,Dealing with comments about my appearance makes me overwhelmed,2
954,Dealing with comments about my appearance makes me excited,2
955,Dealing with comments about my appearance makes me nervous,2
956,Dealing with comments about my appearance makes me sad,2
957,Dealing with comments about my appearance makes me joyful,2
958,Dealing with comments about my appearance makes me fearful,2
959,Dealing with comments about my appearance makes me content,2
960,Dealing with comments about my appearance makes me anxious,2
961,Dealing with comments about my appearance makes me hopeful,2
962,Sometimes I avoid mirrors because I feel unhappy,2
963,Sometimes I avoid mirrors because I feel stressed,2
964,Sometimes I avoid mirrors because I feel confused,2
965,Sometimes I avoid mirrors because I feel worried,2
966,Sometimes I avoid mirrors because I feel anxious,2
967,Sometimes I avoid mirrors because I feel frustrated,2
968,Sometimes I avoid mirrors because I feel discontented,2
969,Sometimes I avoid mirrors because I feel hopeless,2
970,Sometimes I avoid mirrors because I feel irate,2
971,Sometimes I avoid mirrors because I feel melancholic,2
972,I wish I felt more lonely about my body image,2
973,I wish I felt more overwhelmed about my body image,2
974,I wish I felt more excited about my body image,2
975,I wish I felt more nervous about my body image,2
976,I wish I felt more sad about my body image,2
977,I wish I felt more joyful about my body image,2
978,I wish I felt more fearful about my body image,2
979,I wish I felt more content about my body image,2
980,I wish I felt more anxious about my body image,2
981,I wish I felt more hopeful about my body image,2
982,People's remarks about how I look make me feel unhappy,2
983,People's remarks about how I look make me feel stressed,2
984,People's remarks about how I look make me feel confused,2
985,People's remarks about how I look make me feel worried,2
986,People's remarks about how I look make me feel anxious,2
987,People's remarks about how I look make me feel frustrated,2
988,People's remarks about how I look make me feel discontented,2
989,People's remarks about how I look make me feel hopeless,2
990,People's remarks about how I look make me feel irate,2
991,People's remarks about how I look make me feel melancholic,2
992,Trying new looks has not helped me feel less unhappy,2
993,Trying new looks has not helped me feel less stressed,2
994,Trying new looks has not helped me feel less confused,2
995,Trying new looks has not helped me feel less worried,2
996,Trying new looks has not helped me feel less anxious,2
997,Trying new looks has not helped me feel less frustrated,2
998,Trying new looks has not helped me feel less discontented,2
999,Trying new looks has not helped me feel less hopeless,2
1000,Trying new looks has not helped me feel less irate,2
1001,Trying new looks has not helped me feel less melancholic,2
1002,I struggle with self-acceptance because I feel unhappy,2
1003,I struggle with self-acceptance because I feel stressed,2
1004,I struggle with self-acceptance because I feel confused,2
1005,I struggle with self-acceptance because I feel worried,2
1006,I struggle with self-acceptance because I feel anxious,2
1007,I struggle with self-acceptance because I feel frustrated,2
1008,I struggle with self-acceptance because I feel discontented,2
1009,I struggle with self-acceptance because I feel hopeless,2
1010,I struggle with self-acceptance because I feel irate,2
1011,I struggle with self-acceptance because I feel melancholic,2
1012,Feeling unhappy about my body is a daily issue,2
1013,Feeling stressed about my body is a daily issue,2
1014,Feeling confused about my body is a daily issue,2
1015,Feeling worried about my body is a daily issue,2
1016,Feeling anxious about my body is a daily issue,2
1017,Feeling frustrated about my body is a daily issue,2
1018,Feeling discontented about my body is a daily issue,2
1019,Feeling hopeless about my body is a daily issue,2
1020,Feeling irate about my body is a daily issue,2
1021,Feeling melancholic about my body is a daily issue,2
1022,My appearance doesn't reflect how I feel inside,2
1023,I'm experimenting with my style to boost my lonely,2
1024,I'm experimenting with my style to boost my overwhelmed,2
1025,I'm experimenting with my style to boost my excited,2
1026,I'm experimenting with my style to boost my nervous,2
1027,I'm experimenting with my style to boost my sad,2
1028,I'm experimenting with my style to boost my joyful,2
1029,I'm experimenting with my style to boost my fearful,2
1030,I'm experimenting with my style to boost my content,2
1031,I'm experimenting with my style to boost my anxious,2
1032,I'm experimenting with my style to boost my hopeful,2
1033,Others' opinions on my looks are often too unhappy,2
1034,Others' opinions on my looks are often too stressed,2
1035,Others' opinions on my looks are often too confused,2
1036,Others' opinions on my looks are often too worried,2
1037,Others' opinions on my looks are often too anxious,2
1038,Others' opinions on my looks are often too frustrated,2
1039,Others' opinions on my looks are often too discontented,2
1040,Others' opinions on my looks are often too hopeless,2
1041,Others' opinions on my looks are often too irate,2
1042,Others' opinions on my looks are often too melancholic,2
1043,I've started to feel unhappy about going out in public,2
1044,I've started to feel stressed about going out in public,2
1045,I've started to feel confused about going out in public,2
1046,I've started to feel worried about going out in public,2
1047,I've started to feel anxious about going out in public,2
1048,I've started to feel frustrated about going out in public,2
1049,I've started to feel discontented about going out in public,2
1050,I've started to feel hopeless about going out in public,2
1051,I've started to feel irate about going out in public,2
1052,I've started to feel melancholic about going out in public,2
1053,Personal style has become a source of stress for me,2
1054,Society's beauty standards make me feel unhappy,2
1055,Society's beauty standards make me feel stressed,2
1056,Society's beauty standards make me feel confused,2
1057,Society's beauty standards make me feel worried,2
1058,Society's beauty standards make me feel anxious,2
1059,Society's beauty standards make me feel frustrated,2
1060,Society's beauty standards make me feel discontented,2
1061,Society's beauty standards make me feel hopeless,2
1062,Society's beauty standards make me feel irate,2
1063,Society's beauty standards make me feel melancholic,2
1064,I'm learning to embrace my looks and feel lonely,2
1065,I'm learning to embrace my looks and feel overwhelmed,2
1066,I'm learning to embrace my looks and feel excited,2
1067,I'm learning to embrace my looks and feel nervous,2
1068,I'm learning to embrace my looks and feel sad,2
1069,I'm learning to embrace my looks and feel joyful,2
1070,I'm learning to embrace my looks and feel fearful,2
1071,I'm learning to embrace my looks and feel content,2
1072,I'm learning to embrace my looks and feel anxious,2
1073,I'm learning to embrace my looks and feel hopeful,2
1074,I had a fight with my friend,3
1075,I had a fight with my boyfriend,3
1076,I had a fight with my girlfriend,3
1077,I had a fight with my classmate,3
1078,I had a fight with my best friend,3
1079,I had a fight with my colleague,3
1080,I had a fight with my partner,3
1081,I had a fight with my sibling,3
1082,I had a fight with my mentor,3
1083,I had a fight with my acquaintance,3
1084,I feel lonely when I'm around my friends,3
1085,I feel overwhelmed when I'm around my friends,3
1086,I feel excited when I'm around my friends,3
1087,I feel nervous when I'm around my friends,3
1088,I feel sad when I'm around my friends,3
1089,I feel joyful when I'm around my friends,3
1090,I feel fearful when I'm around my friends,3
1091,I feel content when I'm around my friends,3
1092,I feel anxious when I'm around my friends,3
1093,I feel hopeful when I'm around my friends,3
1094,It's not easy to maintain a good relationship with my friend,3
1095,It's not easy to maintain a good relationship with my boyfriend,3
1096,It's not easy to maintain a good relationship with my girlfriend,3
1097,It's not easy to maintain a good relationship with my classmate,3
1098,It's not easy to maintain a good relationship with my best friend,3
1099,It's not easy to maintain a good relationship with my colleague,3
1100,It's not easy to maintain a good relationship with my partner,3
1101,It's not easy to maintain a good relationship with my sibling,3
1102,It's not easy to maintain a good relationship with my mentor,3
1103,It's not easy to maintain a good relationship with my acquaintance,3
1104,Having friend issues has made me very unhappy,3
1105,Having friend issues has made me very stressed,3
1106,Having friend issues has made me very confused,3
1107,Having friend issues has made me very worried,3
1108,Having friend issues has made me very anxious,3
1109,Having friend issues has made me very frustrated,3
1110,Having friend issues has made me very discontented,3
1111,Having friend issues has made me very hopeless,3
1112,Having friend issues has made me very irate,3
1113,Having friend issues has made me very melancholic,3
1114,Having boyfriend issues has made me very unhappy,3
1115,Having boyfriend issues has made me very stressed,3
1116,Having boyfriend issues has made me very confused,3
1117,Having boyfriend issues has made me very worried,3
1118,Having boyfriend issues has made me very anxious,3
1119,Having boyfriend issues has made me very frustrated,3
1120,Having boyfriend issues has made me very discontented,3
1121,Having boyfriend issues has made me very hopeless,3
1122,Having boyfriend issues has made me very irate,3
1123,Having boyfriend issues has made me very melancholic,3
1124,Having girlfriend issues has made me very unhappy,3
1125,Having girlfriend issues has made me very stressed,3
1126,Having girlfriend issues has made me very confused,3
1127,Having girlfriend issues has made me very worried,3
1128,Having girlfriend issues has made me very anxious,3
1129,Having girlfriend issues has made me very frustrated,3
1130,Having girlfriend issues has made me very discontented,3
1131,Having girlfriend issues has made me very hopeless,3
1132,Having girlfriend issues has made me very irate,3
1133,Having girlfriend issues has made me very melancholic,3
1134,Having classmate issues has made me very unhappy,3
1135,Having classmate issues has made me very stressed,3
1136,Having classmate issues has made me very confused,3
1137,Having classmate issues has made me very worried,3
1138,Having classmate issues has made me very anxious,3
1139,Having classmate issues has made me very frustrated,3
1140,Having classmate issues has made me very discontented,3
1141,Having classmate issues has made me very hopeless,3
1142,Having classmate issues has made me very irate,3
1143,Having classmate issues has made me very melancholic,3
1144,Having best friend issues has made me very unhappy,3
1145,Having best friend issues has made me very stressed,3
1146,Having best friend issues has made me very confused,3
1147,Having best friend issues has made me very worried,3
1148,Having best friend issues has made me very anxious,3
1149,Having best friend issues has made me very frustrated,3
1150,Having best friend issues has made me very discontented,3
1151,Having best friend issues has made me very hopeless,3
1152,Having best friend issues has made me very irate,3
1153,Having best friend issues has made me very melancholic,3
1154,Having colleague issues has made me very unhappy,3
1155,Having colleague issues has made me very stressed,3
1156,Having colleague issues has made me very confused,3
1157,Having colleague issues has made me very worried,3
1158,Having colleague issues has made me very anxious,3
1159,Having colleague issues has made me very frustrated,3
1160,Having colleague issues has made me very discontented,3
1161,Having colleague issues has made me very hopeless,3
1162,Having colleague issues has made me very irate,3
1163,Having colleague issues has made me very melancholic,3
1164,Having partner issues has made me very unhappy,3
1165,Having partner issues has made me very stressed,3
1166,Having partner issues has made me very confused,3
1167,Having partner issues has made me very worried,3
1168,Having partner issues has made me very anxious,3
1169,Having partner issues has made me very frustrated,3
1170,Having partner issues has made me very discontented,3
1171,Having partner issues has made me very hopeless,3
1172,Having partner issues has made me very irate,3
1173,Having partner issues has made me very melancholic,3
1174,Having sibling issues has made me very unhappy,3
1175,Having sibling issues has made me very stressed,3
1176,Having sibling issues has made me very confused,3
1177,Having sibling issues has made me very worried,3
1178,Having sibling issues has made me very anxious,3
1179,Having sibling issues has made me very frustrated,3
1180,Having sibling issues has made me very discontented,3
1181,Having sibling issues has made me very hopeless,3
1182,Having sibling issues has made me very irate,3
1183,Having sibling issues has made me very melancholic,3
1184,Having mentor issues has made me very unhappy,3
1185,Having mentor issues has made me very stressed,3
1186,Having mentor issues has made me very confused,3
1187,Having mentor issues has made me very worried,3
1188,Having mentor issues has made me very anxious,3
1189,Having mentor issues has made me very frustrated,3
1190,Having mentor issues has made me very discontented,3
1191,Having mentor issues has made me very hopeless,3
1192,Having mentor issues has made me very irate,3
1193,Having mentor issues has made me very melancholic,3
1194,Having acquaintance issues has made me very unhappy,3
1195,Having acquaintance issues has made me very stressed,3
1196,Having acquaintance issues has made me very confused,3
1197,Having acquaintance issues has made me very worried,3
1198,Having acquaintance issues has made me very anxious,3
1199,Having acquaintance issues has made me very frustrated,3
1200,Having acquaintance issues has made me very discontented,3
1201,Having acquaintance issues has made me very hopeless,3
1202,Having acquaintance issues has made me very irate,3
1203,Having acquaintance issues has made me very melancholic,3
1204,I rely on my friend for emotional support,3
1205,I rely on my boyfriend for emotional support,3
1206,I rely on my girlfriend for emotional support,3
1207,I rely on my classmate for emotional support,3
1208,I rely on my best friend for emotional support,3
1209,I rely on my colleague for emotional support,3
1210,I rely on my partner for emotional support,3
1211,I rely on my sibling for emotional support,3
1212,I rely on my mentor for emotional support,3
1213,I rely on my acquaintance for emotional support,3
1214,Misunderstandings with my friend are frequent and make me feel unhappy,3
1215,Misunderstandings with my friend are frequent and make me feel stressed,3
1216,Misunderstandings with my friend are frequent and make me feel confused,3
1217,Misunderstandings with my friend are frequent and make me feel worried,3
1218,Misunderstandings with my friend are frequent and make me feel anxious,3
1219,Misunderstandings with my friend are frequent and make me feel frustrated,3
1220,Misunderstandings with my friend are frequent and make me feel discontented,3
1221,Misunderstandings with my friend are frequent and make me feel hopeless,3
1222,Misunderstandings with my friend are frequent and make me feel irate,3
1223,Misunderstandings with my friend are frequent and make me feel melancholic,3
1224,Misunderstandings with my boyfriend are frequent and make me feel unhappy,3
1225,Misunderstandings with my boyfriend are frequent and make me feel stressed,3
1226,Misunderstandings with my boyfriend are frequent and make me feel confused,3
1227,Misunderstandings with my boyfriend are frequent and make me feel worried,3
1228,Misunderstandings with my boyfriend are frequent and make me feel anxious,3
1229,Misunderstandings with my boyfriend are frequent and make me feel frustrated,3
1230,Misunderstandings with my boyfriend are frequent and make me feel discontented,3
1231,Misunderstandings with my boyfriend are frequent and make me feel hopeless,3
1232,Misunderstandings with my boyfriend are frequent and make me feel irate,3
1233,Misunderstandings with my boyfriend are frequent and make me feel melancholic,3
1234,Misunderstandings with my girlfriend are frequent and make me feel unhappy,3
1235,Misunderstandings with my girlfriend are frequent and make me feel stressed,3
1236,Misunderstandings with my girlfriend are frequent and make me feel confused,3
1237,Misunderstandings with my girlfriend are frequent and make me feel worried,3
1238,Misunderstandings with my girlfriend are frequent and make me feel anxious,3
1239,Misunderstandings with my girlfriend are frequent and make me feel frustrated,3
1240,Misunderstandings with my girlfriend are frequent and make me feel discontented,3
1241,Misunderstandings with my girlfriend are frequent and make me feel hopeless,3
1242,Misunderstandings with my girlfriend are frequent and make me feel irate,3
1243,Misunderstandings with my girlfriend are frequent and make me feel melancholic,3
1244,Misunderstandings with my classmate are frequent and make me feel unhappy,3
1245,Misunderstandings with my classmate are frequent and make me feel stressed,3
1246,Misunderstandings with my classmate are frequent and make me feel confused,3
1247,Misunderstandings with my classmate are frequent and make me feel worried,3
1248,Misunderstandings with my classmate are frequent and make me feel anxious,3
1249,Misunderstandings with my classmate are frequent and make me feel frustrated,3
1250,Misunderstandings with my classmate are frequent and make me feel discontented,3
1251,Misunderstandings with my classmate are frequent and make me feel hopeless,3
1252,Misunderstandings with my classmate are frequent and make me feel irate,3
1253,Misunderstandings with my classmate are frequent and make me feel melancholic,3
1254,Misunderstandings with my best friend are frequent and make me feel unhappy,3
1255,Misunderstandings with my best friend are frequent and make me feel stressed,3
1256,Misunderstandings with my best friend are frequent and make me feel confused,3
1257,Misunderstandings with my best friend are frequent and make me feel worried,3
1258,Misunderstandings with my best friend are frequent and make me feel anxious,3
1259,Misunderstandings with my best friend are frequent and make me feel frustrated,3
1260,Misunderstandings with my best friend are frequent and make me feel discontented,3
1261,Misunderstandings with my best friend are frequent and make me feel hopeless,3
1262,Misunderstandings with my best friend are frequent and make me feel irate,3
1263,Misunderstandings with my best friend are frequent and make me feel melancholic,3
1264,Misunderstandings with my colleague are frequent and make me feel unhappy,3
1265,Misunderstandings with my colleague are frequent and make me feel stressed,3
1266,Misunderstandings with my colleague are frequent and make me feel confused,3
1267,Misunderstandings with my colleague are frequent and make me feel worried,3
1268,Misunderstandings with my colleague are frequent and make me feel anxious,3
1269,Misunderstandings with my colleague are frequent and make me feel frustrated,3
1270,Misunderstandings with my colleague are frequent and make me feel discontented,3
1271,Misunderstandings with my colleague are frequent and make me feel hopeless,3
1272,Misunderstandings with my colleague are frequent and make me feel irate,3
1273,Misunderstandings with my colleague are frequent and make me feel melancholic,3
1274,Misunderstandings with my partner are frequent and make me feel unhappy,3
1275,Misunderstandings with my partner are frequent and make me feel stressed,3
1276,Misunderstandings with my partner are frequent and make me feel confused,3
1277,Misunderstandings with my partner are frequent and make me feel worried,3
1278,Misunderstandings with my partner are frequent and make me feel anxious,3
1279,Misunderstandings with my partner are frequent and make me feel frustrated,3
1280,Misunderstandings with my partner are frequent and make me feel discontented,3
1281,Misunderstandings with my partner are frequent and make me feel hopeless,3
1282,Misunderstandings with my partner are frequent and make me feel irate,3
1283,Misunderstandings with my partner are frequent and make me feel melancholic,3
1284,Misunderstandings with my sibling are frequent and make me feel unhappy,3
1285,Misunderstandings with my sibling are frequent and make me feel stressed,3
1286,Misunderstandings with my sibling are frequent and make me feel confused,3
1287,Misunderstandings with my sibling are frequent and make me feel worried,3
1288,Misunderstandings with my sibling are frequent and make me feel anxious,3
1289,Misunderstandings with my sibling are frequent and make me feel frustrated,3
1290,Misunderstandings with my sibling are frequent and make me feel discontented,3
1291,Misunderstandings with my sibling are frequent and make me feel hopeless,3
1292,Misunderstandings with my sibling are frequent and make me feel irate,3
1293,Misunderstandings with my sibling are frequent and make me feel melancholic,3
1294,Misunderstandings with my mentor are frequent and make me feel unhappy,3
1295,Misunderstandings with my mentor are frequent and make me feel stressed,3
1296,Misunderstandings with my mentor are frequent and make me feel confused,3
1297,Misunderstandings with my mentor are frequent and make me feel worried,3
1298,Misunderstandings with my mentor are frequent and make me feel anxious,3
1299,Misunderstandings with my mentor are frequent and make me feel frustrated,3
1300,Misunderstandings with my mentor are frequent and make me feel discontented,3
1301,Misunderstandings with my mentor are frequent and make me feel hopeless,3
1302,Misunderstandings with my mentor are frequent and make me feel irate,3
1303,Misunderstandings with my mentor are frequent and make me feel melancholic,3
1304,Misunderstandings with my acquaintance are frequent and make me feel unhappy,3
1305,Misunderstandings with my acquaintance are frequent and make me feel stressed,3
1306,Misunderstandings with my acquaintance are frequent and make me feel confused,3
1307,Misunderstandings with my acquaintance are frequent and make me feel worried,3
1308,Misunderstandings with my acquaintance are frequent and make me feel anxious,3
1309,Misunderstandings with my acquaintance are frequent and make me feel frustrated,3
1310,Misunderstandings with my acquaintance are frequent and make me feel discontented,3
1311,Misunderstandings with my acquaintance are frequent and make me feel hopeless,3
1312,Misunderstandings with my acquaintance are frequent and make me feel irate,3
1313,Misunderstandings with my acquaintance are frequent and make me feel melancholic,3
1314,I'm considering ending my relationship with my friend,3
1315,I'm considering ending my relationship with my boyfriend,3
1316,I'm considering ending my relationship with my girlfriend,3
